gameMode = 0
wall = 20.0,121.0,20.0,131.0,21.0,131.0,21.0,121.0
wall = 21.0,130.0,21.0,131.0,31.0,131.0,31.0,130.0

<<<<<<< HEAD
wall = 165.0,180.0,165.0,183.0,200.0,183.0,200.0,180.0
wall = 165.0,183.0,165.0,187.0,168.0,187.0,168.0,183.0
wall = 165.0,187.0,165.0,190.0,200.0,190.0,200.0,187.0
wall = 197.0,183.0,197.0,187.0,200.0,187.0,200.0,183.0

wall = 165.0,160.0,165.0,163.0,200.0,163.0,200.0,160.0
wall = 165.0,163.0,165.0,167.0,168.0,167.0,168.0,163.0
wall = 165.0,167.0,165.0,170.0,200.0,170.0,200.0,167.0
wall = 197.0,163.0,197.0,167.0,200.0,167.0,200.0,163.0

wall = 90.0,80.0,90.0,85.0,110.0,85.0,110.0,80.0
wall = 90.0,85.0,90.0,105.0,95.0,105.0,95.0,85.0
wall = 90.0,105.0,90.0,110.0,110.0,110.0,110.0,105.0
wall = 105.0,85.0,105.0,105.0,110.0,105.0,110.0,85.0

wall = 120.0,60.0,120.0,65.0,150.0,65.0,150.0,60.0
wall = 120.0,65.0,120.0,75.0,125.0,75.0,125.0,65.0
wall = 120.0,75.0,120.0,80.0,150.0,80.0,150.0,75.0
wall = 145.0,65.0,145.0,75.0,150.0,75.0,150.0,65.0

wall = 52.0,60.0,52.0,65.0,80.0,65.0,80.0,60.0
wall = 52.0,65.0,52.0,75.0,57.0,75.0,57.0,65.0
wall = 52.0,75.0,52.0,80.0,80.0,80.0,80.0,75.0
wall = 75.0,65.0,75.0,75.0,80.0,75.0,80.0,65.0

wall = 90.0,30.0,90.0,35.0,110.0,35.0,110.0,30.0
wall = 90.0,35.0,90.0,55.0,95.0,55.0,95.0,35.0
wall = 90.0,55.0,90.0,60.0,110.0,60.0,110.0,55.0
wall = 105.0,35.0,105.0,55.0,110.0,55.0,110.0,35.0

wall = 50.0,180.0,50.0,183.0,60.0,183.0,60.0,180.0
wall = 50.0,183.0,50.0,187.0,53.0,187.0,53.0,183.0
wall = 50.0,187.0,50.0,190.0,60.0,190.0,60.0,187.0
wall = 57.0,183.0,57.0,187.0,60.0,187.0,60.0,183.0

wall = 70.0,180.0,70.0,183.0,80.0,183.0,80.0,180.0
wall = 70.0,183.0,70.0,187.0,73.0,187.0,73.0,183.0
wall = 70.0,187.0,70.0,190.0,80.0,190.0,80.0,187.0
wall = 77.0,183.0,77.0,187.0,80.0,187.0,80.0,183.0

wall = 90.0,180.0,90.0,183.0,100.0,183.0,100.0,180.0
wall = 90.0,183.0,90.0,187.0,93.0,187.0,93.0,183.0
wall = 90.0,187.0,90.0,190.0,100.0,190.0,100.0,187.0
wall = 97.0,183.0,97.0,187.0,100.0,187.0,100.0,183.0

wall = 110.0,180.0,110.0,183.0,120.0,183.0,120.0,180.0
wall = 110.0,183.0,110.0,187.0,113.0,187.0,113.0,183.0
wall = 110.0,187.0,110.0,190.0,120.0,190.0,120.0,187.0
wall = 117.0,183.0,117.0,187.0,120.0,187.0,120.0,183.0

wall = 130.0,180.0,130.0,183.0,140.0,183.0,140.0,180.0
wall = 130.0,183.0,130.0,187.0,133.0,187.0,133.0,183.0
wall = 130.0,187.0,130.0,190.0,140.0,190.0,140.0,187.0
wall = 137.0,183.0,137.0,187.0,140.0,187.0,140.0,183.0

wall = 60.0,160.0,60.0,163.0,70.0,163.0,70.0,160.0
wall = 60.0,163.0,60.0,167.0,63.0,167.0,63.0,163.0
wall = 60.0,167.0,60.0,170.0,70.0,170.0,70.0,167.0
wall = 67.0,163.0,67.0,167.0,70.0,167.0,70.0,163.0

wall = 30.0,187.0,30.0,190.0,40.0,190.0,40.0,187.0
wall = 37.0,183.0,37.0,187.0,40.0,187.0,40.0,183.0

window = 17.0,183.0,17.0,187.0,20.0,187.0,20.0,183.0
door = 10.0,187.0,10.0,190.0,20.0,190.0,20.0,187.0
shaded = 30.0,180.0,30.0,183.0,40.0,183.0,40.0,180.0
spawnAreaGuards = 10.0,180.0,10.0,183.0,20.0,183.0,20.0,180.0
spawnAreaIntruders = 10.0,183.0,10.0,187.0,13.0,187.0,13.0,183.0
=======
wall = 20.0,102.0,21.0,102.0,21.0,107.0,20.0,107.0
wall = 20.0,112.0,21.0,112.0,21.0,120.0,20.0,120.0
wall = 200.0,37.0,200.0,1.0,201.0,1.0,201.0,37.0
wall = 200.0,72.0,200.0,120.0,205.0,120.0,205.0,72.0
wall = 206.0,37.0,206.0,38.0,244.0,38.0,244.0,37.0
wall = 225.0,37.0,225.0,1.0,226.0,1.0,226.0,37.0
wall = 250.0,1.0,250.0,121.0,249.0,121.0,249.0,1.0
wall = 30.0,102.0,30.0,120.0,31.0,120.0,31.0,102.0
wall = 31.0,102.0,48.0,102.0,48.0,103.0,31.0,103.0
wall = 55.0,102.0,55.0,109.0,56.0,109.0,56.0,102.0
wall = 55.0,117.0,55.0,120.0,56.0,120.0,56.0,117.0
wall = 55.0,36.0,55.0,12.0,56.0,12.0,56.0,36.0
wall = 55.0,41.0,55.0,87.0,56.0,87.0,56.0,41.0
wall = 56.0,12.0,60.0,12.0,60.0,11.0,56.0,11.0
wall = 56.0,87.0,56.0,88.0,60.0,88.0,60.0,87.0
wall = 60.0,12.0,60.0,36.0,61.0,36.0,61.0,12.0
wall = 60.0,41.0,60.0,87.0,61.0,87.0,61.0,41.0
wall = 61.0,36.0,61.0,37.0,95.0,37.0,95.0,36.0
wall = 61.0,41.0,61.0,42.0,95.0,42.0,95.0,41.0
wall = 61.0,47.0,80.0,47.0,80.0,48.0,61.0,48.0
wall = 61.0,72.0,70.0,72.0,70.0,71.0,61.0,71.0
wall = 63.0,102.0,63.0,103.0,78.0,103.0,78.0,102.0
wall = 67.0,71.0,67.0,57.0,68.0,57.0,68.0,71.0
wall = 83.0,102.0,83.0,120.0,84.0,120.0,84.0,102.0
wall = 95.0,36.0,95.0,42.0,96.0,42.0,96.0,36.0
window = 155.0,98.0,156.0,98.0,156.0,103.0,155.0,103.0
window = 170.0,42.0,170.0,50.0,171.0,50.0,171.0,42.0
window = 55.0,109.0,56.0,109.0,56.0,117.0,55.0,117.0
door = 150.0,76.0,155.0,76.0,155.0,79.0,150.0,79.0
door = 169.0,57.0,172.0,57.0,172.0,62.0,169.0,62.0
door = 195.0,36.0,200.0,36.0,200.0,39.0,195.0,39.0
door = 201.0,36.0,201.0,39.0,206.0,39.0,206.0,36.0
door = 201.0,65.0,201.0,72.0,204.0,72.0,204.0,65.0
door = 244.0,36.0,244.0,39.0,249.0,39.0,249.0,36.0
door = 48.0,102.0,55.0,102.0,55.0,103.0,48.0,103.0
door = 56.0,102.0,63.0,102.0,63.0,103.0,56.0,103.0
door = 78.0,102.0,83.0,102.0,83.0,103.0,78.0,103.0
shaded = 176.0,77.0,176.0,65.0,189.0,65.0,189.0,77.0
shaded = 72.0,48.0,72.0,71.0,82.0,71.0,82.0,48.0
spawnAreaGuards = 10.0,108.0,10.0,112.0,12.0,112.0,12.0,108.0
spawnAreaIntruders = 108.0,107.0,108.0,117.0,110.0,117.0,110.0,107.0
>>>>>>> a1a28398798135358f09187f82388700317e59ea
//targetArea = 140.0,110.0,145.0,110.0,145.0,112.0,140.0,112.0
//teleportArea = 10.0,67.0,20.0,67.0,20.0,77.0,10.0,77.0,230.0,12.0
//teleportArea = 62.0,65.0,62.0,70.0,66.0,70.0,66.0,65.0,140.0,20.0
// teleport target not specified for now as it doesn't seem to be being parsed
// teleportArea = 10.0,67.0,20.0,67.0,20.0,77.0,10.0,77.0
teleportArea =37.0,183.0,37.0,187.0,40.0,187.0,40.0,183.0,30.0,183.0,30.0,187.0,33.0,187.0,33.0,183.0
